                mar1  chr1               mar2 chr2 fem  mal    LOD
           GATA45B07  1            AFMa139wf9  3  0.50 0.00   3.61
           GATA45B07  1            AFMa154wb9  3  0.50 0.00   4.21
           GATA45B07  1              GATA7A01  3  0.47 0.00   3.63
           GATA45B07  1             AFM340xf1  3  0.50 0.00   3.01
          AFMb324yg5  1             AFM001za2  3  0.18 0.50   3.14
          AFMb324yg5  1            GATA128C02  3  0.20 0.50   3.26
          AFMb324yg5  1            GATA196G09  3  0.20 0.50   3.26
          AFMb324yg5  1            GATA47B01A  3  0.16 0.50   3.01
          AFMb324yg5  1             GATA47B01  3  0.14 0.50   3.14
              UT5210  1            AFMa154wb9  3  0.26 0.00   3.97
              UT5210  1            AFMb362yc1  3  0.21 0.00   3.88
              UT5210  1             AFM268wg9  3  0.26 0.10   3.24
              UT5210  1              ATA10H11  3  0.26 0.10   3.24
              UT5210  1            AFMb338zg9  3  0.26 0.10   3.24
              UT5210  1             AFM220yh4  3  0.27 0.10   3.07
           AFM207yg1  1                UT7629  3  0.08 0.31   3.32
          GATA176G01  1             GATA83E04  3  0.27 0.26   3.17
           AFM084xb3  1            AFMc016yd9  3  0.50 0.12   4.34
           AFM249zg9  1            AFMa154wb9  3  0.48 0.20   3.19
          AFMa055yf1  1            AFMa344zg5  3  0.50 0.00   3.01
          AFMa311wf5  1             GATA83E04  3  0.21 0.24   3.05
           AFM361tb9  1            AFMa109zf5  3  0.13 0.11   3.30
              UT1230  1            AFMa306xg9  3  0.13 0.50   3.30
              UT1230  1             AFM059xa9  3  0.13 0.46   3.35
           AFM063xg9  1                 UT442  3  0.00 0.00   3.31
          AFM238xf10  1                 UT442  3  0.05 0.27   4.23
          AFMb359xf5  1            AFMb029yf5  3  0.00 0.50   3.61
          AFMb359xf5  1                 UT442  3  0.00 0.27   3.82
             ATA9A02  1            AFMb029yf5  3  0.00 0.00   3.31
             ATA9A02  1                 UT442  3  0.00 0.00   3.31
           AFM248wg5  1                 UT442  3  0.05 0.36   3.90
           AFM290yf9  1                 UT442  3  0.00 0.36   3.49
          AFMa061xc5  1            AFMa306xg9  3  0.14 0.44   3.26
          AFMa133zd5  1             AFM206zf4  3  0.22 0.34   3.09
          AFMa133zd5  1            AFMb343zc5  3  0.00 0.32   4.26
          AFMa303wh5  1            AFMb354xb1  3  0.23 0.50   3.53
              UT5978  1             AFM210yc5  3  0.00 0.35   3.41
          AFMa349xc5  1             GATA45C04  3  0.16 0.40   3.80
          AFMa349xc5  1             AFM200xg5  3  0.21 0.40   3.46
           AFM281xg9  1            AFMb298yc5  4  0.34 0.23   3.14
           AFM281xg9  1             AFM186xa7  4  0.26 0.16   4.20
           AFM281xg9  1               ACT3E03  4  0.25 0.29   3.60
           AFM311wb1  1                UT5941  4  0.00 0.50   3.01
          AFMa155tg1  1            AFMa108zc5  4  0.11 0.24   3.96
          AFM199zb12  1            AFMb298yc5  4  0.26 0.20   3.15
           AFM198wa3  1            AFMb334xb5  4  0.14 0.31   3.17
           AFM198ye9  1            AFMa108zc5  4  0.05 0.35   4.22
           GATA48E12  1            AFMa108zc5  4  0.05 0.43   3.45
           GATA48E12  1            AFMb334xb5  4  0.15 0.29   3.25
          AFMa203ye9  1             AFM151xc3  4  0.44 0.15   3.00
           AFM093xf3  1            AFMa108zc5  4  0.13 0.34   3.94
           AFM093xf3  1             AFM186xb4  4  0.17 0.36   3.11
           AFM093xf3  1            AFMb334xb5  4  0.21 0.26   3.28
          AFMa283yc9  1            AFMb292xb5  4  0.18 0.50   3.05
          AFMa283yc9  1             AFM289yg1  4  0.15 0.41   3.77
          AFMa050zc5  1            AFMb336za9  4  0.05 0.37   4.07
          AFMb072wg9  1            AFMa108zc5  4  0.13 0.22   4.19
          AFMb072wg9  1            AFMa136xb5  4  0.17 0.22   3.61
           AFM288zg1  1            AFMa108zc5  4  0.13 0.40   3.56
           AFM345xb5  1            AFM165xc11  4  0.16 0.45   3.13
           AFM225zg7  1            AFMa108zc5  4  0.20 0.35   3.37
           AFM292zf5  1                Mfd202  4  0.09 0.50   3.07
          AFMa112zd5  1                UT1343  4  0.00 0.00   3.01
          AFMa112zd5  1                 UT513  4  0.00 0.36   3.19
          AFMa112zd5  1              GATA2F08  4  0.00 0.40   3.19
          AFMa112zd5  1             AFM185xe1  4  0.00 0.50   3.01
          AFMa070wd9  1            AFMb298yc5  4  0.07 0.18   4.03
          AFMa070wd9  1            AFMa136xb5  4  0.00 0.38   3.61
          AFMa050td5  1            AFM198yf10  4  0.12 0.48   3.49
          AFMa050td5  1            AFMb348yg9  4  0.00 0.44   3.34
          AFMa346we5  1            AFM164wd10  4  0.14 0.38   3.49
          AFMa346we5  1             AFM164tf6  4  0.15 0.37   3.66
          AFMa346we5  1             AFM190xa9  4  0.06 0.38   3.90
          AFMa346we5  1             AFM319zc1  4  0.17 0.29   3.49
           AFM074za5  1             GATA30B11  4  0.50 0.16   3.94
              UT2062  1            AFM198yf10  4  0.00 0.42   3.35
              UT2062  1             AFM025xd2  4  0.00 0.42   3.35
              UT7726  1            AFM198yf10  4  0.00 0.50   3.01
          AFMa102wf9  1            AFMa190wb5  4  0.16 0.33   3.04
              UT5492  1            AFM198yf10  4  0.00 0.50   3.31
          AFMa099wc1  1             GATA30B11  4  0.44 0.16   3.42
          AFMa099wc1  1            AFMa051wa9  4  0.20 0.42   3.23
          AFMa099wc1  1            AFMa296yd9  4  0.14 0.36   3.04
           AFM179yg3  1            AFMa296yd9  4  0.20 0.23   4.03
           AFM359tb5  1                Mfd202  4  0.06 0.36   3.35
           AFM359tb5  1            AFMa190wb5  4  0.17 0.26   3.05
           AFM270vc9  1            AFMa190wb5  4  0.25 0.32   3.00
           AFM355th1  1             GATA30B11  4  0.50 0.16   3.61
           AFM355th1  1                UT7453  4  0.00 0.44   3.08
           AFM294wg1  1             GATA30B11  4  0.50 0.18   3.38
          GATA193D02  1            AFM198yf10  4  0.19 0.28   3.05
          GATA193D02  1                UT7453  4  0.00 0.38   3.27
          GATA193D02  1             AFM185xe1  4  0.05 0.42   4.60
          GATA193D02  1             AFM031yc7  4  0.24 0.27   3.21
          AFMa107ya9  1             GATA30B11  4  0.50 0.20   3.05
           AFM154xc7  1             GATA30B11  4  0.48 0.18   3.48
           AFM338wb5  1             GATA30B11  4  0.50 0.20   3.05
          AFMa113zg1  1                UT7453  4  0.00 0.46   3.01
          AFMa113zg1  1             AFM185xe1  4  0.20 0.18   4.03
          AFMa113zg1  1            AFMa190wb5  4  0.32 0.21   3.36
          AFMa113zg1  1            AFMa296yd9  4  0.30 0.22   3.04
           AFM333zh9  1             GATA30B11  4  0.50 0.20   3.05
           ATA104E04  1             AFM025xd2  4  0.00 0.49   3.01
           ATA104E04  1                Mfd202  4  0.00 0.25   3.09
           AFM210vc9  1             GGAA19H07  4  0.07 0.26   4.05
           AFM210vc9  1            AFMa190wb5  4  0.24 0.24   3.17
             GATA109  1            AFMa190wb5  4  0.24 0.17   4.03
           AFM116xb2  1            AFMb336za9  4  0.28 0.27   3.04
           AFM116xb2  1             AFM031yc7  4  0.28 0.30   3.62
           AFM116xb2  1            AFMa190wb5  4  0.33 0.19   3.29
           AFM116xb2  1            AFMa296yd9  4  0.27 0.28   3.93
              UT1383  1            AFMa051wa9  4  0.00 0.33   3.15
              UT1383  1             GATA67A08  4  0.00 0.30   3.42
              UT1383  1             AFM210wd2  4  0.00 0.33   3.23
              UT1383  1            AFM214xh10  4  0.00 0.33   3.23
          AFMa060yh9  1             GATA30B11  4  0.45 0.16   3.15
           AFM080xd3  1            AFMa296yd9  4  0.19 0.27   3.19
          AFMa047zd9  1             AFM185xe1  4  0.19 0.50   3.14
          AFMa047zd9  1             AFM350wd1  4  0.26 0.39   3.10
          AFMa047zd9  1            AFMa296yd9  4  0.27 0.31   3.04
            GATA6A05  1             AFM185xe1  4  0.22 0.50   3.12
            GATA6A05  1             AFM031yc7  4  0.24 0.31   3.80
            GATA6A05  1            AFMa296yd9  4  0.22 0.34   3.06
          AFM184xe11  1             GATA30B11  4  0.42 0.18   3.20
          AFM184xe11  1            AFMb336za9  4  0.26 0.27   3.30
          AFM184xe11  1                Mfd202  4  0.00 0.35   3.19
          AFM184xe11  1            AFM214xh10  4  0.20 0.35   3.40
          AFM184xe11  1             AFM031yc7  4  0.25 0.27   4.37
          AFM184xe11  1             AFM310wf5  4  0.28 0.35   3.71
          AFM184xe11  1             AFM284vh5  4  0.28 0.33   3.30
          AFM184xe11  1             AFM350wd1  4  0.28 0.35   3.12
          AFM184xe11  1            AFMa190wb5  4  0.29 0.22   3.73
          AFM184xe11  1            AFMa296yd9  4  0.25 0.26   4.29
           AFM120xa5  1            AFM164wd10  4  0.25 0.39   3.14
           AFM120xa5  1             AFM164tf6  4  0.30 0.34   3.15
           AFM120xa5  1             AFM319zc1  4  0.38 0.23   3.11
           AFM120xa5  1             GATA30B11  4  0.44 0.20   3.15
           AFM120xa5  1            AFMb320zh5  4  0.37 0.26   3.23
           AFM120xa5  1            AFMb336za9  4  0.21 0.27   3.65
           AFM120xa5  1             AFM318xg9  4  0.26 0.31   3.55
           AFM120xa5  1            AFMa296yd9  4  0.33 0.27   3.09
           ATA104H01  1             AFM031yc7  4  0.31 0.28   3.05
           AFM299ze9  1             AFM211zc7  4  0.31 0.28   3.20
           AFM299ze9  1            AFMb336za9  4  0.23 0.27   3.07
          AFMc008yc5  1             AFM031yc7  4  0.21 0.33   3.25
          AFMb320yf1  1            AFMa190wb5  4  0.23 0.27   3.43
          AFMa125yc1  1             AFM031yc7  4  0.29 0.26   4.04
          AFMa125yc1  1            AFMa190wb5  4  0.19 0.25   4.16
          AFMa125yc1  1            AFMa296yd9  4  0.15 0.30   4.35
           AFM217zb2  1            AFMa190wb5  4  0.21 0.30   3.13
          AFMa051wg9  1            AFMa296yd9  4  0.22 0.45   3.06
          AFM205ta11  1            AFMa190wb5  4  0.20 0.31   3.74
          AFM205ta11  1            AFMa296yd9  4  0.20 0.39   3.43
          AFMb354xd9  1            AFMa190wb5  4  0.21 0.32   3.28
          AFMb354xd9  1             AFM218yb4  4  0.22 0.50   3.09
           AFM164wh2  1            AFMa190wb5  4  0.20 0.35   3.86
           AFM164wh2  1            AFMa296yd9  4  0.18 0.44   3.92
          AFMc026yf1  1            AFMa190wb5  4  0.20 0.35   3.56
           AFM312yb5  1            GATA145E01  4  0.10 0.41   3.39
           AFM284zd1  1            AFM207wa11  4  0.06 0.50   3.16
          AFMb360zg1  1             GGAT18G02  4  0.00 0.50   3.01
           AFM238ya7  1             GGAT18G02  4  0.00 0.50   3.01
          AFMa222ze9  1            AFMa083xb9  5  0.50 0.00   4.21
          AFMa222ze9  1            AFM207wc11  5  0.50 0.00   3.01
          AFMa222ze9  1            AFMc008zf9  5  0.45 0.00   3.03
          AFMa222ze9  1             AFM268we9  5  0.50 0.00   3.01
              UT1441  1            AFM042xd12  5  0.00 0.50   3.31
              UT1441  1              ATA26G09  5  0.00 0.50   3.31
              UT1441  1              ATA23A10  5  0.00 0.50   3.01
              UT1441  1             AFM282wd5  5  0.00 0.50   3.01
              UT1441  1            AFMa060th5  5  0.00 0.50   3.01
            GGAT2A07  1            AFM238we11  5  0.18 0.50   3.26
               UT497  1            AFMa060th5  5  0.00 0.00   3.01
              UT5123  1            AFMa060th5  5  0.00 0.50   3.01
           AFM329xd5  1            AFMa124wg5  5  0.16 0.50   3.08
           AFM248tf9  1             AFM284vd1  5  0.21 0.50   3.06
          AFMb359wd1  1             AFM284vd1  5  0.20 0.44   3.44
           AFM303vc5  1              GATA5C10  5  0.24 0.50   3.04
          AFMc006xb5  1            AFMa297wa5  5  0.00 0.50   3.01
           AFM126xa1  1             AFM308vf9  5  0.16 0.18   3.20
          AFMa113zg1  1            AFMa302wc9  5  0.26 0.30   3.01
            ATA27F04  1            AFMa114xf9  5  0.50 0.00   3.01
           AFM323ya5  1            AFMa102wc5  5  0.28 0.32   3.02
          AFMa060xg5  1             AFM294wd1  5  0.23 0.50   3.00
           AFM036xc5  1             AFM294wd1  5  0.19 0.50   3.14
           AFM249zg9  1             AFM294wd1  5  0.17 0.50   3.57
          AFMb324zd5  1             GATA85C07  5  0.19 0.47   3.26
          AFMa197wg1  1            AFMb355wb1  5  0.33 0.00   3.53
          AFMa197wg1  1              GAAT1A12  5  0.50 0.00   3.01
          AFMa197wg1  1                UT1347  5  0.33 0.14   3.10
              UT6271  1            AFMb355wb1  5  0.42 0.00   3.19
           AFM290yf9  1            AFMa114xf9  5  0.47 0.21   3.30
          AFMa152zf5  1            AFMa285zd1  5  0.17 0.27   3.36
          AFMa152zf5  1              GATA7C06  5  0.11 0.28   4.38
               UT417  1            AFMa285zd1  5  0.31 0.18   3.01
           AFM207vh8  1             AFM242yc1  5  0.49 0.23   3.15
           AFM207vh8  1             AFM311vb9  5  0.49 0.23   3.16
           AFM205xg1  1             AFM311vb9  5  0.44 0.28   3.18
           AFM205xg1  1             AFM270ve9  5  0.50 0.26   3.13
          GATA193H05  1             AFM311vb9  5  0.41 0.27   3.09
          GATA193H05  1            AFM238we11  5  0.48 0.21   3.42
          AFMb277yf5  1             AFM177xb4  5  0.50 0.27   3.07
          AFMb277yf5  1             AFM311wh9  5  0.44 0.25   3.32
          AFMb277yf5  1             AFM224zh2  5  0.44 0.25   3.34
          AFMb277yf5  1             AFM289zg9  5  0.34 0.27   3.24
          AFMb277yf5  1             AFM289wf9  5  0.31 0.24   3.14
          AFM238xd10  1             AFM224zh2  5  0.46 0.22   3.10
          AFM238xd10  1             AFM289wf9  5  0.27 0.18   3.78
           GATA25A11  1             AFM164zc5  5  0.00 0.50   3.01
          AFMb317xc9  1             AFM242yc1  5  0.43 0.19   3.19
          AFMb317xc9  1             AFM177xb4  5  0.50 0.18   3.25
          AFMb317xc9  1              GATA7C06  5  0.45 0.19   3.11
          AFMb317xc9  1             AFM063yb6  5  0.50 0.18   3.25
          AFMb317xc9  1             AFM224zh2  5  0.50 0.19   3.04
          AFMb002zg5  1            AFMa204zf1  5  0.35 0.10   3.04
           AFM024xf8  1                 UT771  5  0.29 0.00   3.05
           GATA63B11  1             GATA48A11  5  0.32 0.00   3.19
           GATA63B11  1            GATA149H04  5  0.35 0.00   3.28
            ATA29C07  1             GATA23C05  5  0.32 0.13   3.25
            ATA29C07  1            AFMb077we1  5  0.26 0.09   3.77
            ATA29C07  1             AFM116xe1  5  0.50 0.09   3.41
           AFM102xe3  1             AFM292ze9  5  0.17 0.00   3.49
           GGAA27E08  1             AFM122xe5  5  0.36 0.17   3.75
           GATA50F11  1             GATA30E05  5  0.40 0.19   3.11
           GATA50F11  1            AFMa245we9  5  0.44 0.24   3.02
           AFM323zh1  1            AFMa285zd1  5  0.50 0.16   3.31
             1QTEL19  1             AFM200ya9  5  0.00 0.50   3.61
             1QTEL19  1             GATA51H06  5  0.00 0.50   3.61
             1QTEL19  1                FB18E2  5  0.00 0.50   3.61
           AFM254wb9  1            AFM157xe11  6  0.44 0.15   3.26
           AFM254wb9  1            AFMb007xa9  6  0.42 0.06   3.56
           AFM254wb9  1             AFM301wb9  6  0.48 0.12   3.25
           GATA27E01  1            AFMa306zh5  6  0.50 0.00   3.01
           AFM296te9  1             ATA109H09  6  0.17 0.50   3.19
           AFM343za9  1                  SE30  6  0.31 0.10   3.78
          AFMb016yb5  1             ATA109H09  6  0.26 0.46   3.00
